Label,HOA,Precinct,Type,Longitude,Latitude,Status
1471,Val de Vie 2,VDV II: La Vue II,Single residential,18.97227855,-33.8132055,Transferred
1319,Val de Vie 2,VDV II: La Vue,Single residential,18.97200786,-33.81406305,Transferred
1527,Val de Vie 2,VDV II: La Vue II,Single residential,18.97479685,-33.81445852,Transferred
1206,Val de Vie 2,VDV II: La Vue,Single residential,18.97196059,-33.81642605,Transferred
1215,Val de Vie 2,VDV II: La Vue,Single residential,18.97154757,-33.81752048,Transferred
1337,Val de Vie 2,VDV II: La Vue,Single residential,18.97212302,-33.81608854,Transferred
1336,Val de Vie 2,VDV II: La Vue,Single residential,18.97246085,-33.8159594,Transferred
1209,Val de Vie 2,VDV II: La Vue,Single residential,18.97302016,-33.81588902,Transferred
1223,Val de Vie 2,VDV II: La Vue,Single residential,18.96935297,-33.81901676,Transferred
1198,Val de Vie 2,VDV II: La Vue,Single residential,18.9685284,-33.81863282,Transferred
990,Val de Vie 2,VDV II:Gentleman Est,Single residential,18.9669685,-33.81964425,Transferred
1283,Val de Vie 2,VDV II: La Vue,Single residential,18.96829723,-33.81830395,Transferred
1271,Val de Vie 2,VDV II: La Vue,Single residential,18.96832201,-33.81704547,Transferred
1293,Val de Vie 2,VDV II: La Vue,Single residential,18.96969012,-33.81721289,Transferred
1287,Val de Vie 2,VDV II: La Vue,Single residential,18.96923598,-33.81793153,Transferred
1292,Val de Vie 2,VDV II: La Vue,Single residential,18.9695736,-33.81700785,Transferred
974,Val de Vie 2,VDV II:Gentleman Est,Single residential,18.96336542,-33.80459202,Transferred
975,Val de Vie 2,VDV II:Gentleman Est,Single residential,18.96177403,-33.8052194,Transferred
1344,Val de Vie 2,VDV II: La Vue,Single residential,18.9711619,-33.8162659,Transferred
976,Val de Vie 2,VDV II:Gentleman Est,Single residential,18.96122668,-33.80612181,Transferred
1231,Val de Vie 2,VDV II: La Vue,Single residential,18.96702407,-33.81582226,Transferred
1268,Val de Vie 2,VDV II: La Vue,Single residential,18.96933201,-33.81665237,Transferred
1273,Val de Vie 2,VDV II: La Vue,Single residential,18.96753545,-33.81735044,Transferred
1286,Val de Vie 2,VDV II: La Vue,Single residential,18.96893392,-33.81812922,Pending
1282,Val de Vie 2,VDV II: La Vue,Single residential,18.96808345,-33.81811847,Transferred
1245,Val de Vie 2,VDV II: La Vue,Single residential,18.96819901,-33.81613697,Transferred
984,Val de Vie 2,VDV II:Gentleman Est,Single residential,18.96131845,-33.81325136,Transferred
1266,Val de Vie 2,VDV II: La Vue,Single residential,18.96894997,-33.81628645,Transferred
1342,Val de Vie 2,VDV II: La Vue,Single residential,18.97069013,-33.81612718,Transferred
1239,Val de Vie 2,VDV II: La Vue,Single residential,18.96773996,-33.81601017,Transferred
991,Val de Vie 2,VDV II: DEVCO,To be transferred to HOA,18.96197599,-33.80418706,
1217,Val de Vie 2,VDV II: La Vue,Single residential,18.97103303,-33.81786514,Transferred
1002,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96479107,-33.804905,Transferred
1237,Val de Vie 2,VDV II: La Vue,Single residential,18.96693094,-33.81632385,Transferred
1003,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96521221,-33.80509527,Transferred
1004,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96503493,-33.80527397,Transferred
1288,Val de Vie 2,VDV II: La Vue,Single residential,18.96951692,-33.81775425,Pending
1005,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96487131,-33.80545195,Reserved
1307,Val de Vie 2,VDV II: La Vue,Single residential,18.96991237,-33.81595297,Transferred
1006,Val de Vie 2,VDV II: Le Domaine,Single residential,18.9647077,-33.80562994,Transferred
1007,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96454408,-33.80580792,Transferred
1340,Val de Vie 2,VDV II: La Vue,Single residential,18.97014158,-33.81633991,Transferred
1008,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96438799,-33.80598739,Transferred
1201,Val de Vie 2,VDV II: La Vue,Single residential,18.96969776,-33.81807681,Transferred
1238,Val de Vie 2,VDV II: La Vue,Single residential,18.96722969,-33.81620803,Transferred
1248,Val de Vie 2,VDV II: La Vue,Single residential,18.96707046,-33.81657453,Transferred
1284,Val de Vie 2,VDV II: La Vue,Single residential,18.96866938,-33.81772678,Transferred
1020,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96455581,-33.80779952,Transferred
1204,Val de Vie 2,VDV II: La Vue,Single residential,18.97080476,-33.8172896,Transferred
1021,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96480873,-33.80785179,Transferred
1022,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96537977,-33.80797425,Transferred
1023,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96561812,-33.80802774,Transferred
1162,Val de Vie 2,VDV II: La Vue,Single residential,18.96968896,-33.81358107,Transferred
1327,Val de Vie 2,VDV II: La Vue,Single residential,18.9712643,-33.81516867,Transferred
1025,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96609569,-33.80813035,Transferred
1026,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96633451,-33.80818166,Transferred
1028,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96687753,-33.80803756,Transferred
1274,Val de Vie 2,VDV II: La Vue,Single residential,18.96726117,-33.8174568,Transferred
1029,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96689623,-33.80779095,Transferred
1030,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96702445,-33.80757411,Transferred
1031,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96748727,-33.80765216,Transferred
1032,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96742221,-33.8078632,Transferred
1262,Val de Vie 2,VDV II: La Vue,Single residential,18.96805391,-33.81667363,Transferred
1033,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96735715,-33.80807423,Transferred
1034,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96729412,-33.80831623,Transferred
1035,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96707084,-33.8084618,Transferred
1036,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96681993,-33.80859644,Transferred
1350,Val de Vie 2,VDV II: La Vue,Single residential,18.97007584,-33.81679063,Transferred
1037,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96654423,-33.80863843,Transferred
1038,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96628833,-33.80857206,Transferred
1348,Val de Vie 2,VDV II: La Vue,Single residential,18.97027978,-33.81716219,Transferred
1041,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96554564,-33.80841249,Transferred
1043,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96467748,-33.80822078,Transferred
1044,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96441412,-33.80816939,Transferred
1205,Val de Vie 2,VDV II: La Vue,Single residential,18.97109242,-33.8170842,Transferred
1339,Val de Vie 2,VDV II: La Vue,Single residential,18.96986265,-33.81644611,Transferred
1352,Val de Vie 2,VDV II: La Vue,Single residential,18.9706274,-33.81661994,Transferred
1218,Val de Vie 2,VDV II: La Vue,Single residential,18.97077665,-33.81806263,Transferred
1203,Val de Vie 2,VDV II: La Vue,Single residential,18.97049205,-33.81754789,Transferred
1059,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96374405,-33.80604135,Transferred
1060,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96389199,-33.80588042,Transferred
1061,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96403993,-33.8057195,Transferred
1289,Val de Vie 2,VDV II: La Vue,Single residential,18.96942435,-33.81755347,Transferred
1062,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96418786,-33.80555857,Transferred
1294,Val de Vie 2,VDV II: La Vue,Single residential,18.96979983,-33.81740998,Pending
1063,Val de Vie 2,VDV II: Le Domaine,Single residential,18.9643358,-33.80539765,Transferred
1064,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96448375,-33.80523673,Transferred
1065,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96463168,-33.8050758,Transferred
1353,Val de Vie 2,VDV II: La Vue,Single residential,18.9708444,-33.81653839,Transferred
1305,Val de Vie 2,VDV II: La Vue,Single residential,18.97043163,-33.81570192,Transferred
1071,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96550143,-33.80522168,Transferred
1290,Val de Vie 2,VDV II: La Vue,Single residential,18.96931729,-33.81736147,Transferred
1072,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96585585,-33.80536964,Transferred
1073,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96571171,-33.80551414,Transferred
1346,Val de Vie 2,VDV II: La Vue,Single residential,18.97143136,-33.8167527,Transferred
1074,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96558679,-33.80565003,Transferred
1075,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96546187,-33.80578593,Transferred
1076,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96532982,-33.80592939,Transferred
1279,Val de Vie 2,VDV II: La Vue,Single residential,18.96741648,-33.81786889,Transferred
1077,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96562952,-33.8060042,Transferred
1078,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96580996,-33.80608577,Transferred
1240,Val de Vie 2,VDV II: La Vue,Single residential,18.9680595,-33.81588629,Transferred
1080,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96617084,-33.8062489,Transferred
1081,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96635128,-33.80633047,Transferred
1241,Val de Vie 2,VDV II: La Vue,Single residential,18.96846515,-33.81572903,Transferred
1084,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96693341,-33.80656285,Transferred
1085,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96712485,-33.80665421,Transferred
1246,Val de Vie 2,VDV II: La Vue,Single residential,18.96787948,-33.81626085,Transferred
1086,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96717999,-33.80683017,Transferred
1087,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.9672249,-33.80700656,Transferred
1202,Val de Vie 2,VDV II: La Vue,Single residential,18.96999134,-33.81787033,Transferred
1089,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96696742,-33.80720834,Transferred
1093,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96642444,-33.80671706,Transferred
1251,Val de Vie 2,VDV II: La Vue,Single residential,18.96568587,-33.81653151,Transferred
1094,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96634049,-33.8068792,Transferred
1096,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96587498,-33.80687739,Transferred
1257,Val de Vie 2,VDV II: La Vue,Single residential,18.96667776,-33.81715758,Transferred
1097,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96595113,-33.80670315,Transferred
1099,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96576914,-33.80642081,Transferred
1193,Val de Vie 2,VDV II: DEVCO,To be transferred to HOA,18.96590723,-33.81773151,Transferred
1101,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96559701,-33.80673789,Transferred
1152,Val de Vie 2,VDV II: La Vue,Single residential,18.96561543,-33.81513646,Transferred
1102,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96546347,-33.80688692,Transferred
1186,Val de Vie 2,VDV II: La Vue,Single residential,18.96520251,-33.81654227,Transferred
1104,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96517898,-33.80660998,Transferred
1105,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96527668,-33.80645936,Transferred
1264,Val de Vie 2,VDV II: La Vue,Single residential,18.96851107,-33.81649633,Transferred
1107,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96511361,-33.80618649,Transferred
1247,Val de Vie 2,VDV II: La Vue,Single residential,18.96736924,-33.81645872,Transferred
1108,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96502392,-33.8063495,Transferred
1110,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96479216,-33.80664977,Transferred
1347,Val de Vie 2,VDV II: La Vue,Single residential,18.97038219,-33.81734616,Transferred
1111,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96447185,-33.80646201,Transferred
1112,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96457471,-33.80630346,Transferred
1349,Val de Vie 2,VDV II: La Vue,Single residential,18.97017738,-33.81697823,Transferred
1114,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96480366,-33.80598278,Transferred
1260,Val de Vie 2,VDV II: La Vue,Single residential,18.96738618,-33.81693256,Transferred
1115,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96494102,-33.80583471,Transferred
1116,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.9650785,-33.80568516,Transferred
1275,Val de Vie 2,VDV II: La Vue,Single residential,18.96698688,-33.81756316,Transferred
1117,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96521595,-33.80553563,Transferred
1118,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.9653534,-33.8053861,Transferred
1278,Val de Vie 2,VDV II: La Vue,Single residential,18.9675709,-33.81816014,Sold
1120,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96451098,-33.80701252,Transferred
1243,Val de Vie 2,VDV II: La Vue,Single residential,18.96892358,-33.81585431,Transferred
1124,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96549832,-33.80737364,Transferred
1285,Val de Vie 2,VDV II: La Vue,Single residential,18.96893118,-33.8175996,Transferred
1125,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96569658,-33.80741624,Transferred
1127,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96617153,-33.8073693,Transferred
1295,Val de Vie 2,VDV II: La Vue,Single residential,18.96991595,-33.81761857,Transferred
1128,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96636983,-33.8074119,Transferred
1270,Val de Vie 2,VDV II: La Vue,Single residential,18.96865117,-33.81691786,Transferred
1131,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96630802,-33.80788739,Transferred
1132,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96610657,-33.80784412,Transferred
1341,Val de Vie 2,VDV II: La Vue,Single residential,18.97041585,-33.81623354,Transferred
1133,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96590513,-33.80780084,Transferred
1134,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96570368,-33.80775756,Transferred
1351,Val de Vie 2,VDV II: La Vue,Single residential,18.97041004,-33.81670425,Transferred
1259,Val de Vie 2,VDV II: La Vue,Single residential,18.96715759,-33.81702119,Transferred
1137,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96466083,-33.80753351,Transferred
1138,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96445939,-33.80749023,Transferred
1280,Val de Vie 2,VDV II: La Vue,Single residential,18.96783737,-33.81768073,Transferred
1345,Val de Vie 2,VDV II: La Vue,Single residential,18.97129122,-33.81650094,Transferred
1263,Val de Vie 2,VDV II: La Vue,Single residential,18.96828249,-33.81658498,Transferred
1146,Val de Vie 2,VDV II: DEVCO,To be transferred to HOA,18.96599829,-33.8056773,Transferred
1147,Val de Vie 2,VDV II: DEVCO,To be transferred to HOA,18.9663423,-33.80581287,Transferred
1267,Val de Vie 2,VDV II: La Vue,Single residential,18.96917543,-33.81620151,Transferred
1148,Val de Vie 2,VDV II: DEVCO,To be transferred to HOA,18.96670419,-33.80596734,Transferred
1149,Val de Vie 2,VDV II: DEVCO,To be transferred to HOA,18.96702653,-33.8062059,Transferred
1291,Val de Vie 2,VDV II: La Vue,Single residential,18.96920289,-33.81715162,Transferred
1269,Val de Vie 2,VDV II: La Vue,Single residential,18.9689803,-33.81679024,Transferred
1306,Val de Vie 2,VDV II: La Vue,Single residential,18.97016061,-33.81580699,Transferred
1343,Val de Vie 2,VDV II: La Vue,Single residential,18.97096425,-33.81602388,Transferred
1172,Val de Vie 2,VDV II: La Vue,Single residential,18.96995533,-33.81408914,Transferred
1591,Val de Vie 2,VDV II: River Club,Single residential,18.95310752,-33.80673809,Transferred
1207,Val de Vie 2,VDV II: La Vue,Single residential,18.97224871,-33.81631432,Transferred
1208,Val de Vie 2,VDV II: La Vue,Single residential,18.97258481,-33.81618212,Transferred
1210,Val de Vie 2,VDV II: La Vue,Single residential,18.97326241,-33.81633083,Transferred
1224,Val de Vie 2,VDV II: La Vue,Single residential,18.96887801,-33.81913354,Transferred
1244,Val de Vie 2,VDV II: La Vue,Single residential,18.96860467,-33.8159797,Transferred
1249,Val de Vie 2,VDV II: La Vue,Single residential,18.96672273,-33.81670939,Transferred
1258,Val de Vie 2,VDV II: La Vue,Single residential,18.96690632,-33.81706895,Transferred
1261,Val de Vie 2,VDV II: La Vue,Single residential,18.96761475,-33.81684393,Transferred
1265,Val de Vie 2,VDV II: La Vue,Single residential,18.96872144,-33.81637507,Transferred
1272,Val de Vie 2,VDV II: La Vue,Single residential,18.96780973,-33.81724409,Transferred
1277,Val de Vie 2,VDV II: La Vue,Single residential,18.96694181,-33.81800202,Transferred
1281,Val de Vie 2,VDV II: La Vue,Single residential,18.96796347,-33.81790287,Transferred
1302,Val de Vie 2,VDV II: La Vue,Single residential,18.97057037,-33.81520584,Transferred
1303,Val de Vie 2,VDV II: La Vue,Single residential,18.97067654,-33.8153966,Transferred
1304,Val de Vie 2,VDV II: La Vue,Single residential,18.97073223,-33.81560332,Transferred
1308,Val de Vie 2,VDV II: La Vue,Single residential,18.96964205,-33.81605979,Transferred
1309,Val de Vie 2,VDV II: La Vue,Single residential,18.96939222,-33.81563219,Transferred
1315,Val de Vie 2,VDV II: La Vue,Single residential,18.97085239,-33.81431366,Transferred
1316,Val de Vie 2,VDV II: La Vue,Single residential,18.97118069,-33.8142104,Transferred
1384,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96658597,-33.80697263,Transferred
1475,Val de Vie 2,VDV II: La Vue II,Single residential,18.97394341,-33.81350598,Transferred
1489,Val de Vie 2,VDV II: La Vue II,Single residential,18.97266078,-33.81442623,Transferred
1495,Val de Vie 2,VDV II: La Vue II,Single residential,18.97294399,-33.81396801,Transferred
1500,Val de Vie 2,VDV II: La Vue II,Single residential,18.97337741,-33.81377025,Transferred
1515,Val de Vie 2,VDV II: La Vue II,Single residential,18.97396899,-33.81480763,Transferred
1518,Val de Vie 2,VDV II: La Vue II,Single residential,18.97403698,-33.81602652,Transferred
1519,Val de Vie 2,VDV II: La Vue II,Single residential,18.97425911,-33.81594031,Transferred
1585,Val de Vie 2,VDV II: River Club,Single residential,18.95421732,-33.80282286,Transferred
1584,Val de Vie 2,VDV II: River Club,Single residential,18.95422033,-33.80229863,Transferred
1583,Val de Vie 2,VDV II: River Club,Single residential,18.95436893,-33.80180749,Transferred
1582,Val de Vie 2,VDV II: DEVCO,To be transferred to HOA,18.95460752,-33.80134422,Pending
1536,Val de Vie 2,VDV II: La Vue II,Single residential,18.97534235,-33.81353604,Transferred
858,Val de Vie 1,VDV I: The Vines II,Single residential,18.97286213,-33.79586914,Transferred
859,Val de Vie 1,VDV I: The Vines II,Single residential,18.97302667,-33.7958298,Transferred
983,Val de Vie 2,VDV II:Gentleman Est,Single residential,18.96076881,-33.81244547,Transferred
860,Val de Vie 1,VDV I: The Vines II,Single residential,18.97319181,-33.79578738,Transferred
977,Val de Vie 2,VDV II:Gentleman Est,Single residential,18.96081992,-33.80703964,Transferred
861,Val de Vie 1,VDV I: The Vines II,Single residential,18.97335694,-33.79574496,Transferred
1587,Val de Vie 2,VDV II: River Club,Single residential,18.95468364,-33.80406083,Transferred
862,Val de Vie 1,VDV I: The Vines II,Single residential,18.97352209,-33.79570253,Transferred
979,Val de Vie 2,VDV II:Gentleman Est,Single residential,18.95988999,-33.80919471,Transferred
980,Val de Vie 2,VDV II:Gentleman Est,Single residential,18.96017999,-33.81039934,Transferred
989,Val de Vie 2,VDV II:Gentleman Est,Single residential,18.96553488,-33.8188184,Transferred
865,Val de Vie 1,VDV I: The Vines II,Single residential,18.97408756,-33.7955573,Transferred
987,Val de Vie 2,VDV II:Gentleman Est,Single residential,18.96346815,-33.81644364,Transferred
866,Val de Vie 1,VDV I: The Vines II,Single residential,18.97424239,-33.79551753,Transferred
867,Val de Vie 1,VDV I: The Vines II,Single residential,18.97439721,-33.79547776,Transferred
868,Val de Vie 1,VDV I: The Vines II,Single residential,18.97455202,-33.79543799,Transferred
869,Val de Vie 1,VDV I: The Vines II,Single residential,18.97470679,-33.79539819,Transferred
870,Val de Vie 1,VDV I: The Vines II,Single residential,18.97484573,-33.79532976,Transferred
872,Val de Vie 1,VDV I: The Vines II,Single residential,18.97519011,-33.7950934,Transferred
874,Val de Vie 1,VDV I: The Vines II,Single residential,18.97560682,-33.79505526,Transferred
876,Val de Vie 1,VDV I: The Vines II,Single residential,18.97593708,-33.79497041,Transferred
877,Val de Vie 1,VDV I: The Vines II,Single residential,18.97611151,-33.79492704,Transferred
878,Val de Vie 1,VDV I: The Vines II,Single residential,18.97592816,-33.79529593,Transferred
879,Val de Vie 1,VDV I: The Vines II,Single residential,18.97614475,-33.79525459,Transferred
880,Val de Vie 1,VDV I: The Vines II,Single residential,18.9761793,-33.79546105,Transferred
881,Val de Vie 1,VDV I: The Vines II,Single residential,18.97626931,-33.79561456,Transferred
883,Val de Vie 1,VDV I: The Vines II,Single residential,18.97638804,-33.7959406,Transferred
884,Val de Vie 1,VDV I: The Vines II,Single residential,18.97655707,-33.79613043,Transferred
886,Val de Vie 1,VDV I: The Vines II,Single residential,18.97610568,-33.7962501,Transferred
887,Val de Vie 1,VDV I: The Vines II,Single residential,18.97586115,-33.796165,Transferred
888,Val de Vie 1,VDV I: The Vines II,Single residential,18.97566828,-33.79600694,Transferred
889,Val de Vie 1,VDV I: The Vines II,Single residential,18.97546734,-33.79584865,Transferred
891,Val de Vie 1,VDV I: The Vines II,Single residential,18.97526901,-33.79554349,Transferred
894,Val de Vie 1,VDV I: The Vines II,Single residential,18.9751448,-33.79594013,Transferred
895,Val de Vie 1,VDV I: The Vines II,Single residential,18.97495789,-33.79594606,Transferred
896,Val de Vie 1,VDV I: The Vines II,Single residential,18.97479143,-33.79596062,Transferred
897,Val de Vie 1,VDV I: The Vines II,Single residential,18.97462496,-33.79597519,Transferred
898,Val de Vie 1,VDV I: The Vines II,Single residential,18.97445771,-33.79599278,Transferred
899,Val de Vie 1,VDV I: The Vines II,Single residential,18.97430273,-33.79598873,Transferred
900,Val de Vie 1,VDV I: The Vines II,Single residential,18.9742922,-33.79582319,Transferred
901,Val de Vie 1,VDV I: The Vines II,Single residential,18.97410354,-33.79593457,Transferred
902,Val de Vie 1,VDV I: The Vines II,Single residential,18.97393116,-33.79597169,Transferred
903,Val de Vie 1,VDV I: The Vines II,Single residential,18.97402764,-33.79614425,Transferred
904,Val de Vie 1,VDV I: The Vines II,Single residential,18.97401409,-33.7962936,Transferred
905,Val de Vie 1,VDV I: The Vines II,Single residential,18.9740355,-33.796444,Transferred
906,Val de Vie 1,VDV I: The Vines II,Single residential,18.97405692,-33.7965944,Transferred
907,Val de Vie 1,VDV I: The Vines II,Single residential,18.97407833,-33.79674481,Transferred
908,Val de Vie 1,VDV I: The Vines II,Single residential,18.97409972,-33.79689522,Transferred
909,Val de Vie 1,VDV I: The Vines II,Single residential,18.97412876,-33.79709935,Transferred
910,Val de Vie 1,VDV I: The Vines II,Single residential,18.97415016,-33.79724975,Transferred
911,Val de Vie 1,VDV I: The Vines II,Single residential,18.97417158,-33.79740015,Transferred
912,Val de Vie 1,VDV I: The Vines II,Single residential,18.974193,-33.79755056,Transferred
913,Val de Vie 1,VDV I: The Vines II,Single residential,18.97421473,-33.79770037,Transferred
914,Val de Vie 1,VDV I: The Vines II,Single residential,18.97428213,-33.79786564,Transferred
915,Val de Vie 1,VDV I: The Vines II,Single residential,18.97415951,-33.79795052,Transferred
916,Val de Vie 1,VDV I: The Vines II,Single residential,18.97403775,-33.79804038,Transferred
917,Val de Vie 1,VDV I: The Vines II,Single residential,18.97390423,-33.79813111,Transferred
918,Val de Vie 1,VDV I: The Vines II,Single residential,18.97395249,-33.79833698,Transferred
919,Val de Vie 1,VDV I: The Vines II,Single residential,18.9741158,-33.79825262,Transferred
920,Val de Vie 1,VDV I: The Vines II,Single residential,18.97427657,-33.79815681,Transferred
921,Val de Vie 1,VDV I: The Vines II,Single residential,18.97443694,-33.79807512,Transferred
922,Val de Vie 1,VDV I: The Vines II,Single residential,18.97465106,-33.79827323,Transferred
1013,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96356919,-33.80690484,Transferred
923,Val de Vie 1,VDV I: The Vines II,Single residential,18.97451512,-33.79838927,Transferred
1121,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96466616,-33.80719487,Transferred
924,Val de Vie 1,VDV I: The Vines II,Single residential,18.97436769,-33.79846489,Transferred
1122,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.9648644,-33.80723746,Transferred
925,Val de Vie 1,VDV I: The Vines II,Single residential,18.97422709,-33.79854872,Transferred
1047,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96363376,-33.80800172,Transferred
926,Val de Vie 1,VDV I: The Vines II,Single residential,18.97407943,-33.79862428,Transferred
1048,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96337364,-33.80794583,Transferred
927,Val de Vie 1,VDV I: The Vines II,Single residential,18.97365013,-33.79652437,Transferred
1135,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96547313,-33.80771003,Transferred
928,Val de Vie 1,VDV I: The Vines II,Single residential,18.97366728,-33.79666515,Transferred
1024,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96585691,-33.80807904,Transferred
929,Val de Vie 1,VDV I: The Vines II,Single residential,18.9736874,-33.79680642,Transferred
1068,Val de Vie 2,VDV II: DEVCO,To be transferred to HOA,18.96650036,-33.80823767,Transferred
930,Val de Vie 1,VDV I: The Vines II,Single residential,18.97370752,-33.79694768,Transferred
1027,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96671637,-33.80823057,Transferred
931,Val de Vie 1,VDV I: The Vines II,Single residential,18.9737753,-33.79742379,Transferred
1098,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96607747,-33.80656017,Transferred
932,Val de Vie 1,VDV I: The Vines II,Single residential,18.9738004,-33.79760007,Transferred
1055,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96312817,-33.80677525,Transferred
933,Val de Vie 1,VDV I: The Vines II,Single residential,18.97381604,-33.79778858,Transferred
1052,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96294181,-33.80736826,Transferred
934,Val de Vie 1,VDV I: The Vines II,Single residential,18.97348899,-33.79787964,Transferred
1016,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96337234,-33.80755558,Transferred
935,Val de Vie 1,VDV I: The Vines II,Single residential,18.97346593,-33.7977333,Transferred
1018,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96406634,-33.80769435,Transferred
936,Val de Vie 1,VDV I: The Vines II,Single residential,18.97344525,-33.79758809,Transferred
1140,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.9640565,-33.80740367,Transferred
937,Val de Vie 1,VDV I: The Vines II,Single residential,18.97342458,-33.79744284,Transferred
1119,Val de Vie 2,VDV II: Le Dom Vines,Single residential,18.96431269,-33.80696992,Transferred
938,Val de Vie 1,VDV I: The Vines II,Single residential,18.97335695,-33.79696762,Transferred
1046,Val de Vie 2,VDV II: Le Domaine,Single residential,18.96389388,-33.80805761,Transferred
